target,gender_F,income_high,income_low,country_USA,country_India,country_UK,age,time_since_last_gift,time_since_first_gift,max_gift,min_gift,mean_gift,number_gift,time_since_first_and_last_gift,one_time_donor,sum_gift,mean_gift_per_time
0,1,1,0,1,0,0,45,809,2421,99.0,69.0,87.25,4,1612,0,349.0,0.21650124069478907
0,0,0,0,0,0,1,63,1148,2690,118.0,74.0,98.0,6,1542,0,588.0,0.38132295719844356
0,0,0,1,1,0,0,71,370,2169,91.0,54.0,71.0,7,1799,0,497.0,0.27626459143968873
0,0,0,0,1,0,0,79,796,2107,107.0,59.0,86.8,5,1311,0,434.0,0.3310450038138825
0,1,0,0,0,1,0,80,775,2530,122.0,71.0,101.66666666666669,3,1755,0,305.00000000000006,0.17378917378917383
0,1,0,0,0,1,0,43,914,1787,96.0,64.0,80.0,5,873,0,400.0,0.4581901489117984
0,0,0,0,0,1,0,54,428,2720,108.0,68.0,86.66666666666669,6,2292,0,520.0000000000001,0.22687609075043635
0,0,0,0,1,0,0,78,795,2759,104.0,47.0,79.91666666666667,12,1964,0,959.0,0.48828920570264767
0,0,0,0,0,1,0,41,444,2540,123.0,49.0,81.6,5,2096,0,408.0,0.1946564885496183
0,0,0,0,1,0,0,64,920,2291,110.0,57.0,81.5,4,1371,0,326.0,0.23778264040846098
0,1,1,0,0,1,0,60,503,1209,115.0,53.0,75.75,4,706,0,303.0,0.42917847025495753
0,1,0,0,0,1,0,64,699,1889,122.0,104.0,110.0,3,1190,0,330.0,0.2773109243697479
0,0,0,0,0,1,0,91,502,2592,96.0,64.0,88.0,6,2090,0,528.0,0.25263157894736843
0,1,0,0,0,1,0,23,1205,2161,138.0,77.0,101.5,4,956,0,406.0,0.4246861924686193
0,1,0,0,0,1,0,52,374,2143,97.0,55.0,81.4,5,1769,0,407.0,0.23007348784624082
0,1,0,0,1,0,0,26,202,2744,95.0,49.0,80.57142857142857,7,2542,0,564.0,0.2218725413060582
0,1,0,0,0,1,0,58,753,2687,121.0,40.0,88.9,10,1934,0,889.0,0.4596690796277146
0,0,1,0,0,0,1,81,1190,2659,109.0,63.0,80.75,8,1469,0,646.0,0.4397549353301566
0,0,0,0,0,1,0,51,860,2611,95.0,54.0,75.14285714285714,7,1751,0,526.0,0.3003997715591091
0,0,0,1,1,0,0,84,286,286,108.0,108.0,108.0,1,0,1,108.0,0.0
0,0,1,0,0,1,0,42,1044,2493,130.0,68.0,98.1,10,1449,0,981.0,0.6770186335403726
0,1,0,0,1,0,0,44,836,2714,119.0,76.0,99.4,10,1878,0,994.0,0.5292864749733759
0,1,1,0,1,0,0,54,628,2568,121.0,59.0,96.125,8,1940,0,769.0,0.39639175257731957
0,1,0,1,0,1,0,65,481,2633,95.0,42.0,62.14285714285714,7,2152,0,435.0,0.20213754646840149
0,0,0,0,0,1,0,48,256,2706,89.0,38.0,65.5,6,2450,0,393.0,0.16040816326530613
0,1,1,0,0,1,0,60,786,786,93.0,93.0,93.0,1,0,1,93.0,0.0
0,1,0,0,1,0,0,79,1426,2453,127.0,59.0,96.42857142857144,7,1027,0,675.0000000000001,0.6572541382667966
0,1,0,1,1,0,0,66,603,2766,109.0,66.0,87.33333333333331,6,2163,0,523.9999999999999,0.24225612575127134
0,1,0,1,0,1,0,45,312,2302,135.0,81.0,102.625,8,1990,0,821.0,0.4125628140703518
0,0,0,0,1,0,0,59,339,339,85.0,85.0,85.0,1,0,1,85.0,0.0
0,1,0,0,0,0,1,40,937,2565,132.0,57.0,92.88888888888889,9,1628,0,836.0,0.5135135135135135
0,1,0,0,0,1,0,30,1077,1182,105.0,96.0,100.5,2,105,0,201.0,1.9142857142857144
0,1,0,0,0,1,0,27,721,2641,119.0,87.0,103.33333333333331,9,1920,0,929.9999999999998,0.4843749999999999
0,1,1,0,0,1,0,50,438,2125,151.0,141.0,146.0,2,1687,0,292.0,0.17308832246591582
0,1,0,0,1,0,0,75,219,2548,100.0,50.0,68.875,8,2329,0,551.0,0.23658222413052812
0,0,1,0,0,1,0,42,855,2718,113.0,71.0,91.6,5,1863,0,458.0,0.24584004294149223
0,1,0,0,0,0,1,100,1429,2162,85.0,45.0,65.0,2,733,0,130.0,0.17735334242837653
0,0,0,1,0,1,0,46,1395,2514,107.0,63.0,83.85714285714286,7,1119,0,587.0,0.5245755138516532
0,0,0,1,0,1,0,67,1424,2673,153.0,61.0,98.28571428571428,7,1249,0,688.0,0.5508406725380304
0,0,0,0,0,1,0,54,712,2701,133.0,74.0,104.75,4,1989,0,419.0,0.2106586224233283
0,1,0,1,0,1,0,48,252,2689,129.0,87.0,106.33333333333331,3,2437,0,318.99999999999994,0.1308986458760771
0,1,0,0,1,0,0,25,247,2134,108.0,77.0,91.375,8,1887,0,731.0,0.38738738738738737
0,0,1,0,0,1,0,55,702,1903,105.0,83.0,96.25,4,1201,0,385.0,0.3205661948376353
0,1,1,0,0,1,0,68,1231,2357,121.0,102.0,109.25,4,1126,0,437.0,0.38809946714031973
0,0,0,0,1,0,0,49,413,413,88.0,88.0,88.0,1,0,1,88.0,0.0
0,0,1,0,1,0,0,57,607,2447,112.0,73.0,88.33333333333331,3,1840,0,264.99999999999994,0.14402173913043476
0,0,1,0,1,0,0,71,446,2617,144.0,108.0,124.16666666666669,6,2171,0,745.0000000000001,0.34315983417779833
0,0,0,0,1,0,0,53,966,2319,93.0,68.0,78.5,4,1353,0,314.0,0.2320768662232077
0,0,0,0,1,0,0,69,699,2603,101.0,51.0,84.66666666666667,6,1904,0,508.0,0.2668067226890756
0,1,0,0,0,1,0,41,294,1543,122.0,102.0,112.8,5,1249,0,564.0,0.45156124899919936
1,0,0,0,0,1,0,19,483,2004,117.0,91.0,104.33333333333331,3,1521,0,312.99999999999994,0.2057856673241288
0,1,0,0,0,1,0,55,829,1810,99.0,69.0,88.33333333333331,3,981,0,264.99999999999994,0.2701325178389398
0,1,1,0,1,0,0,60,138,2364,88.0,78.0,83.0,2,2226,0,166.0,0.07457322551662174
0,0,0,0,1,0,0,60,566,2764,113.0,91.0,99.8,5,2198,0,499.0,0.227024567788899
0,1,0,0,0,1,0,34,698,2616,127.0,75.0,96.57142857142856,7,1918,0,675.9999999999999,0.35245046923879036
0,0,1,0,0,0,1,60,716,2413,158.0,97.0,113.75,4,1697,0,455.0,0.26812021213906895
0,1,1,0,0,1,0,66,454,454,75.0,75.0,75.0,1,0,1,75.0,0.0
0,0,0,0,1,0,0,81,358,2151,105.0,65.0,81.75,4,1793,0,327.0,0.18237590630228667
0,1,0,0,0,1,0,52,592,1412,103.0,81.0,92.0,2,820,0,184.0,0.22439024390243903
0,1,0,0,0,1,0,71,1199,2645,139.0,70.0,96.33333333333331,6,1446,0,577.9999999999999,0.3997233748271092
0,0,0,1,0,1,0,51,1119,1894,128.0,65.0,97.33333333333331,6,775,0,583.9999999999999,0.7535483870967741
0,0,0,1,1,0,0,67,795,2373,89.0,61.0,74.8,5,1578,0,374.0,0.2370088719898606
0,1,0,1,1,0,0,35,100,1861,145.0,78.0,108.11111111111111,9,1761,0,973.0,0.552526973310619
0,1,0,0,0,1,0,88,1235,1235,103.0,103.0,103.0,1,0,1,103.0,0.0
0,1,0,0,0,0,1,65,1313,2616,115.0,106.0,110.5,2,1303,0,221.0,0.1696085955487337
0,1,0,1,0,1,0,45,704,704,108.0,108.0,108.0,1,0,1,108.0,0.0
0,0,1,0,0,1,0,34,433,2708,118.0,56.0,87.0,4,2275,0,348.0,0.15296703296703296
0,0,1,0,0,0,1,66,754,1592,102.0,87.0,94.5,2,838,0,189.0,0.22553699284009546
1,0,0,0,1,0,0,52,105,2358,116.0,60.0,84.0,6,2253,0,504.0,0.2237017310252996
0,0,1,0,0,1,0,46,420,2602,104.0,47.0,82.66666666666667,9,2182,0,744.0,0.34097158570119157
0,1,1,0,0,1,0,39,592,2354,104.0,61.0,87.8,5,1762,0,439.0,0.24914869466515324
1,0,1,0,0,0,1,60,216,2599,182.0,65.0,126.85714285714286,7,2383,0,888.0,0.3726395300041964
0,1,0,1,0,1,0,30,858,2736,128.0,69.0,103.11111111111111,9,1878,0,928.0,0.4941427050053248
0,0,0,0,1,0,0,40,700,2562,88.0,86.0,87.0,2,1862,0,174.0,0.09344790547798067
0,0,0,0,0,1,0,25,846,1910,129.0,38.0,90.0,6,1064,0,540.0,0.5075187969924813
0,1,0,1,1,0,0,51,284,2608,128.0,66.0,100.44444444444444,9,2324,0,904.0,0.3889845094664372
0,1,0,0,1,0,0,25,550,1930,111.0,90.0,97.0,3,1380,0,291.0,0.2108695652173913
0,0,0,0,1,0,0,77,132,132,40.0,40.0,40.0,1,0,1,40.0,0.0
1,0,0,0,0,1,0,64,228,2737,146.0,77.0,113.625,8,2509,0,909.0,0.3622957353527302
0,0,0,0,1,0,0,56,282,2661,101.0,55.0,82.42857142857143,7,2379,0,577.0,0.24253888188314418
0,0,0,0,0,1,0,86,1029,2528,116.0,69.0,99.5,8,1499,0,796.0,0.5310206804536357
0,1,0,0,1,0,0,62,880,2056,93.0,90.0,91.5,2,1176,0,183.0,0.1556122448979592
0,0,0,0,0,1,0,62,335,2547,88.0,50.0,73.5,6,2212,0,441.0,0.19936708860759494
0,1,0,1,0,1,0,19,891,2647,105.0,73.0,89.33333333333331,3,1756,0,267.99999999999994,0.15261958997722092
0,0,0,0,0,1,0,51,1078,1162,69.0,60.0,64.5,2,84,0,129.0,1.5357142857142858
0,1,0,0,1,0,0,70,1579,2341,106.0,85.0,98.5,4,762,0,394.0,0.5170603674540682
0,1,1,0,0,0,1,46,796,1599,123.0,87.0,105.0,2,803,0,210.0,0.261519302615193
0,1,0,0,1,0,0,32,1024,2749,116.0,72.0,92.33333333333331,6,1725,0,553.9999999999999,0.321159420289855
1,0,0,0,1,0,0,78,110,2620,120.0,76.0,99.0,14,2510,0,1386.0,0.552191235059761
0,0,0,0,0,1,0,66,921,2616,102.0,53.0,83.66666666666667,9,1695,0,753.0,0.44424778761061945
0,0,1,0,1,0,0,67,768,2711,100.0,88.0,94.25,4,1943,0,377.0,0.19402985074626866
0,1,1,0,0,1,0,30,538,2745,113.0,58.0,79.0,6,2207,0,474.0,0.2147711826008156
0,0,1,0,1,0,0,50,855,2658,114.0,68.0,91.875,8,1803,0,735.0,0.40765391014975044
0,0,0,1,0,1,0,56,338,2169,94.0,56.0,77.4,5,1831,0,387.0,0.2113599126160568
0,0,0,1,0,1,0,28,1456,2669,123.0,85.0,110.8,5,1213,0,554.0,0.45671887881286066
0,0,0,0,1,0,0,68,566,2590,111.0,55.0,73.5,6,2024,0,441.0,0.21788537549407114
0,0,1,0,1,0,0,61,982,2230,112.0,70.0,93.4,5,1248,0,467.0,0.37419871794871795
0,1,0,0,0,0,1,52,191,1601,106.0,55.0,78.5,4,1410,0,314.0,0.2226950354609929
0,1,1,0,0,1,0,69,257,1220,127.0,45.0,91.25,4,963,0,365.0,0.3790238836967809
0,1,1,0,1,0,0,35,1197,2521,119.0,65.0,93.33333333333331,9,1324,0,839.9999999999998,0.6344410876132929
0,0,0,0,0,1,0,60,866,2555,105.0,84.0,94.4,5,1689,0,472.0,0.27945529899348726
0,1,0,0,1,0,0,74,551,2663,107.0,69.0,93.14285714285714,7,2112,0,652.0,0.3087121212121212
0,1,1,0,1,0,0,60,1011,2653,102.0,64.0,78.2,5,1642,0,391.0,0.23812423873325214
0,1,0,0,0,1,0,43,230,2162,99.0,73.0,83.6,5,1932,0,418.0,0.2163561076604555
0,0,0,0,1,0,0,54,547,2009,143.0,50.0,89.16666666666669,6,1462,0,535.0000000000001,0.36593707250342006
0,0,0,0,1,0,0,22,1072,1072,82.0,82.0,82.0,1,0,1,82.0,0.0
0,0,0,1,1,0,0,44,768,1980,101.0,73.0,86.5,4,1212,0,346.0,0.2854785478547855
0,1,0,1,1,0,0,66,620,620,80.0,80.0,80.0,1,0,1,80.0,0.0
0,1,0,0,1,0,0,68,785,785,99.0,99.0,99.0,1,0,1,99.0,0.0
1,1,0,0,0,1,0,89,677,2740,128.0,71.0,106.53846153846152,13,2063,0,1384.9999999999998,0.6713523994183227
0,1,0,1,0,1,0,73,322,1894,83.0,34.0,67.75,4,1572,0,271.0,0.17239185750636132
0,1,0,0,0,1,0,48,453,2145,108.0,71.0,93.33333333333331,3,1692,0,279.99999999999994,0.16548463356973991
0,1,0,0,1,0,0,44,858,1290,111.0,84.0,100.75,4,432,0,403.0,0.9328703703703703
0,1,0,0,0,1,0,52,961,989,103.0,91.0,97.0,2,28,0,194.0,6.928571428571429
0,0,0,0,0,1,0,49,525,1766,125.0,100.0,109.42857142857144,7,1241,0,766.0000000000001,0.6172441579371476
0,1,0,0,1,0,0,23,1466,2659,121.0,61.0,92.14285714285714,7,1193,0,645.0,0.5406538139145013
0,1,0,1,0,1,0,39,1320,2663,118.0,29.0,69.8,5,1343,0,349.0,0.25986597170513775
0,0,1,0,1,0,0,54,844,2464,121.0,70.0,95.4,5,1620,0,477.0,0.29444444444444445
0,0,0,0,0,0,1,43,633,1864,76.0,61.0,67.25,4,1231,0,269.0,0.21852152721364745
0,1,0,0,1,0,0,67,1216,1963,121.0,106.0,113.5,2,747,0,227.0,0.3038821954484605
0,1,0,0,0,1,0,89,763,2477,102.0,68.0,86.75,4,1714,0,347.0,0.20245040840140024
0,0,0,0,0,1,0,23,856,1451,151.0,83.0,124.33333333333331,3,595,0,372.99999999999994,0.6268907563025209
0,1,0,1,0,1,0,41,984,1807,112.0,62.0,87.0,2,823,0,174.0,0.21142162818955043
0,0,0,0,1,0,0,79,519,519,121.0,121.0,121.0,1,0,1,121.0,0.0
0,0,0,0,1,0,0,61,650,2140,134.0,101.0,117.5,2,1490,0,235.0,0.15771812080536912
0,0,1,0,0,1,0,60,959,959,77.0,77.0,77.0,1,0,1,77.0,0.0
0,1,0,0,1,0,0,66,920,2440,83.0,80.0,81.5,2,1520,0,163.0,0.10723684210526316
0,1,0,0,0,1,0,63,548,548,102.0,102.0,102.0,1,0,1,102.0,0.0
0,1,0,0,1,0,0,41,492,2644,122.0,91.0,104.0,9,2152,0,936.0,0.4349442379182156
0,0,1,0,0,1,0,24,860,860,70.0,70.0,70.0,1,0,1,70.0,0.0
0,1,0,0,1,0,0,28,451,2499,120.0,45.0,79.0,4,2048,0,316.0,0.154296875
0,0,0,0,0,1,0,60,1069,2659,122.0,59.0,96.2,5,1590,0,481.0,0.30251572327044024
0,1,0,0,1,0,0,73,927,2725,113.0,34.0,83.2,5,1798,0,416.0,0.23136818687430477
0,1,0,0,0,1,0,82,864,1652,147.0,107.0,127.0,2,788,0,254.0,0.3223350253807107
0,0,0,0,1,0,0,47,465,2698,95.0,64.0,86.5,4,2233,0,346.0,0.154948499776086
0,1,0,0,0,1,0,53,62,2322,96.0,73.0,83.5,6,2260,0,501.0,0.22168141592920354
0,1,0,0,0,1,0,86,1278,1964,92.0,71.0,84.75,4,686,0,339.0,0.49416909620991256
0,1,0,0,1,0,0,69,773,2740,127.0,81.0,100.5,8,1967,0,804.0,0.40874428063040164
0,1,0,0,1,0,0,52,857,1491,80.0,70.0,75.66666666666667,3,634,0,227.0,0.3580441640378549
0,1,0,0,1,0,0,56,332,2695,91.0,91.0,91.0,2,2363,0,182.0,0.07702073635209479
0,1,0,0,1,0,0,83,868,2312,143.0,77.0,110.66666666666669,9,1444,0,996.0000000000002,0.6897506925207758
0,0,0,1,0,1,0,60,843,843,70.0,70.0,70.0,1,0,1,70.0,0.0
0,1,0,0,0,1,0,60,650,2735,125.0,67.0,99.16666666666669,6,2085,0,595.0000000000001,0.28537170263788975
0,1,0,0,1,0,0,71,603,2736,114.0,50.0,84.0,6,2133,0,504.0,0.23628691983122363
0,0,0,0,0,1,0,78,1177,2660,100.0,70.0,87.0,4,1483,0,348.0,0.23465947403910992
0,0,1,0,1,0,0,57,887,887,102.0,102.0,102.0,1,0,1,102.0,0.0
0,0,0,0,1,0,0,71,880,2545,113.0,68.0,91.14285714285714,7,1665,0,638.0,0.3831831831831832
0,1,0,0,0,0,1,51,711,2642,95.0,54.0,78.66666666666667,6,1931,0,472.0,0.24443293630243398
0,0,0,0,0,1,0,40,707,2706,133.0,84.0,102.83333333333331,6,1999,0,616.9999999999999,0.3086543271635817
0,0,0,1,0,1,0,20,702,1612,126.0,94.0,108.25,4,910,0,433.0,0.4758241758241758
0,1,0,1,1,0,0,37,767,2440,87.0,29.0,57.14285714285714,7,1673,0,400.0,0.2390914524805738
1,1,1,0,0,1,0,55,562,2611,133.0,73.0,101.08333333333331,12,2049,0,1212.9999999999998,0.5919960956564176
0,1,0,0,0,1,0,20,945,2162,121.0,89.0,101.33333333333331,3,1217,0,303.99999999999994,0.24979457682826617
0,0,0,0,0,1,0,36,496,1690,112.0,80.0,99.0,3,1194,0,297.0,0.24874371859296482
0,1,0,0,1,0,0,29,255,2468,150.0,90.0,116.8,10,2213,0,1168.0,0.5277903298689561
0,1,1,0,0,1,0,36,1118,2760,129.0,76.0,108.75,4,1642,0,435.0,0.26492082825822166
0,1,1,0,0,0,1,63,716,2277,115.0,89.0,101.0,3,1561,0,303.0,0.19410634208840488
0,0,0,0,0,1,0,62,499,499,93.0,93.0,93.0,1,0,1,93.0,0.0
0,0,0,0,0,1,0,51,771,771,93.0,93.0,93.0,1,0,1,93.0,0.0
0,0,0,0,0,1,0,51,1000,2500,97.0,54.0,74.2,5,1500,0,371.0,0.24733333333333332
0,0,0,0,1,0,0,43,1123,2767,116.0,59.0,84.0,8,1644,0,672.0,0.40875912408759124
0,1,0,0,0,0,1,66,94,1636,99.0,26.0,70.75,8,1542,0,566.0,0.3670557717250324
0,1,0,1,0,1,0,32,742,2218,120.0,96.0,105.0,5,1476,0,525.0,0.3556910569105691
0,1,0,0,1,0,0,80,795,2236,111.0,79.0,95.75,4,1441,0,383.0,0.26578764746703676
0,1,0,0,0,1,0,48,805,2716,108.0,59.0,88.0,8,1911,0,704.0,0.3683935112506541
0,0,0,1,0,1,0,35,1145,2675,148.0,56.0,90.0,6,1530,0,540.0,0.35294117647058826
0,0,1,0,0,1,0,43,248,2738,98.0,54.0,80.0,7,2490,0,560.0,0.2248995983935743
0,0,0,1,0,1,0,20,470,1246,121.0,98.0,109.5,2,776,0,219.0,0.2822164948453608
0,1,0,0,1,0,0,43,300,1969,96.0,44.0,79.57142857142857,7,1669,0,557.0,0.33373277411623725
0,1,0,1,0,1,0,52,321,2211,115.0,103.0,107.5,4,1890,0,430.0,0.2275132275132275
0,1,0,0,0,1,0,49,329,2088,137.0,82.0,100.54545454545456,11,1759,0,1106.0000000000002,0.6287663445139285
0,0,0,0,0,1,0,50,912,2662,122.0,73.0,94.22222222222224,9,1750,0,848.0000000000002,0.4845714285714287
0,0,1,0,0,1,0,28,1095,2635,120.0,51.0,84.66666666666667,12,1540,0,1016.0,0.6597402597402597
0,1,0,0,1,0,0,52,716,2669,94.0,31.0,61.625,8,1953,0,493.0,0.2524321556579621
0,0,0,0,1,0,0,64,961,2631,122.0,69.0,86.57142857142857,7,1670,0,606.0,0.362874251497006
0,0,0,1,1,0,0,73,903,2355,119.0,45.0,91.875,8,1452,0,735.0,0.506198347107438
0,0,0,0,1,0,0,49,777,2401,123.0,79.0,100.16666666666669,6,1624,0,601.0000000000001,0.3700738916256158
0,1,0,0,0,1,0,67,648,1983,102.0,64.0,81.5,6,1335,0,489.0,0.36629213483146067
0,0,1,0,1,0,0,74,395,2542,130.0,59.0,100.44444444444444,9,2147,0,904.0,0.42105263157894735
0,0,1,0,0,1,0,83,878,1549,119.0,75.0,93.5,4,671,0,374.0,0.5573770491803278
0,0,0,0,0,1,0,48,913,913,48.0,48.0,48.0,1,0,1,48.0,0.0
1,0,0,0,0,1,0,45,164,2123,119.0,31.0,86.875,8,1959,0,695.0,0.3547728432873915
0,1,0,0,0,1,0,48,285,2459,125.0,63.0,84.0,12,2174,0,1008.0,0.46366145354185834
0,0,1,0,0,0,1,41,1357,2250,103.0,41.0,69.75,4,893,0,279.0,0.3124300111982083
0,0,0,0,0,1,0,60,237,765,85.0,68.0,76.5,2,528,0,153.0,0.2897727272727273
0,1,0,0,1,0,0,62,299,2088,127.0,67.0,94.0,4,1789,0,376.0,0.2101732811626607
0,1,0,0,0,1,0,36,501,2767,90.0,53.0,72.66666666666667,6,2266,0,436.0,0.19240953221535745
0,0,0,0,0,1,0,64,859,1880,110.0,51.0,82.5,4,1021,0,330.0,0.3232125367286974
0,0,0,0,0,1,0,50,556,556,70.0,70.0,70.0,1,0,1,70.0,0.0
0,0,0,0,0,1,0,84,722,722,108.0,108.0,108.0,1,0,1,108.0,0.0
0,1,0,0,0,1,0,37,126,2144,105.0,63.0,78.0,5,2018,0,390.0,0.19326065411298315
0,1,0,1,1,0,0,55,892,2253,123.0,74.0,98.5,2,1361,0,197.0,0.14474650991917706
0,0,0,0,1,0,0,28,984,2671,164.0,63.0,91.30769230769228,13,1687,0,1186.9999999999995,0.7036158861885
0,0,1,0,0,0,1,62,409,2481,116.0,72.0,91.75,4,2072,0,367.0,0.17712355212355213
0,1,0,1,0,1,0,23,801,2365,114.0,85.0,103.66666666666669,3,1564,0,311.00000000000006,0.19884910485933507
0,0,0,0,0,1,0,83,981,2306,105.0,75.0,90.66666666666669,3,1325,0,272.00000000000006,0.20528301886792458
0,1,0,0,0,1,0,27,525,2411,131.0,71.0,99.8,5,1886,0,499.0,0.26458112407211026
0,0,0,1,1,0,0,61,656,1407,89.0,85.0,87.0,2,751,0,174.0,0.23169107856191745
0,0,0,1,0,1,0,80,668,2613,105.0,61.0,88.5,10,1945,0,885.0,0.455012853470437
0,1,0,0,1,0,0,29,1385,1851,112.0,82.0,92.0,3,466,0,276.0,0.592274678111588
0,0,0,0,0,1,0,60,582,2358,73.0,66.0,69.5,2,1776,0,139.0,0.07826576576576577
0,1,0,1,0,1,0,60,260,2691,116.0,66.0,93.25,4,2431,0,373.0,0.153434800493624
0,1,0,0,0,1,0,53,482,2636,113.0,65.0,88.9,10,2154,0,889.0,0.4127205199628598
0,0,0,1,0,0,1,54,154,1948,127.0,59.0,92.83333333333331,6,1794,0,556.9999999999999,0.3104793756967669
0,1,1,0,0,1,0,56,151,151,94.0,94.0,94.0,1,0,1,94.0,0.0
0,1,0,0,0,1,0,44,1012,2651,134.0,82.0,104.5,4,1639,0,418.0,0.2550335570469799
0,1,0,1,0,1,0,95,165,2278,101.0,77.0,92.5,4,2113,0,370.0,0.17510648367250356
0,0,0,1,1,0,0,50,1046,1046,68.0,68.0,68.0,1,0,1,68.0,0.0
0,1,0,1,1,0,0,60,648,648,99.0,99.0,99.0,1,0,1,99.0,0.0
0,1,0,0,0,1,0,29,1049,2749,127.0,101.0,111.33333333333331,3,1700,0,333.99999999999994,0.1964705882352941
0,1,0,0,0,1,0,74,817,817,100.0,100.0,100.0,1,0,1,100.0,0.0
0,0,0,0,1,0,0,67,897,1503,100.0,95.0,97.5,2,606,0,195.0,0.3217821782178218
0,1,0,1,0,0,1,58,990,2628,120.0,83.0,99.16666666666669,6,1638,0,595.0000000000001,0.3632478632478633
0,1,1,0,0,1,0,30,885,2589,98.0,55.0,79.25,4,1704,0,317.0,0.18603286384976525
0,0,1,0,1,0,0,37,199,199,96.0,96.0,96.0,1,0,1,96.0,0.0
0,0,1,0,0,1,0,51,787,2637,127.0,55.0,95.71428571428572,7,1850,0,670.0,0.3621621621621622
0,0,0,0,0,1,0,60,926,2624,107.0,74.0,92.5,4,1698,0,370.0,0.21790341578327443
1,0,0,0,0,0,1,44,190,2455,113.0,34.0,70.27272727272727,11,2265,0,772.9999999999999,0.34128035320088296
0,0,1,0,0,1,0,27,928,2539,140.0,89.0,106.11111111111111,9,1611,0,955.0,0.5927995034140285
0,1,1,0,0,1,0,29,641,2561,111.0,56.0,92.8,5,1920,0,464.0,0.24166666666666667
0,1,0,0,0,0,1,39,879,1867,103.0,81.0,92.25,4,988,0,369.0,0.3734817813765182
0,1,0,1,1,0,0,45,667,2523,126.0,82.0,97.44444444444444,9,1856,0,877.0,0.47252155172413796
0,0,1,0,0,1,0,62,1156,1156,73.0,73.0,73.0,1,0,1,73.0,0.0
0,0,1,0,1,0,0,71,1350,2682,134.0,85.0,105.75,4,1332,0,423.0,0.31756756756756754
1,0,1,0,1,0,0,41,547,2692,146.0,90.0,107.15384615384616,13,2145,0,1393.0,0.6494172494172494
0,1,0,0,0,0,1,45,1005,2534,112.0,71.0,85.85714285714286,7,1529,0,601.0,0.39306736429038586
1,1,0,0,0,1,0,30,779,2468,135.0,96.0,113.66666666666669,3,1689,0,341.00000000000006,0.20189461219656604
0,0,0,1,0,1,0,50,39,2553,144.0,108.0,117.8,5,2514,0,589.0,0.23428798727128083
0,0,1,0,1,0,0,67,1076,2589,115.0,47.0,81.14285714285714,7,1513,0,568.0,0.3754130865829478
0,0,1,0,1,0,0,32,987,2009,125.0,86.0,102.6,5,1022,0,513.0,0.5019569471624267
0,0,0,1,0,1,0,44,881,2726,138.0,76.0,99.25,8,1845,0,794.0,0.4303523035230352
0,1,0,0,0,1,0,28,922,2027,97.0,33.0,75.75,4,1105,0,303.0,0.2742081447963801
0,0,0,0,0,0,1,56,440,2719,125.0,80.0,101.33333333333331,6,2279,0,607.9999999999999,0.26678367705133826
